"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20"
"Gene1696",3488,14277,7591,11505,6861,8390,4181,3870,11706,3937,7071,1448,12171,12125,14039,13760,9140,4738,9852,8392
"Gene1697",7192,28688,15453,23865,13554,17252,8473,8020,24157,8016,14645,2983,25279,25214,28531,28348,19013,9930,20301,17103
"Gene1698",2962,11588,6024,9567,5443,7073,3395,3313,9418,3254,5709,1195,10122,10089,11463,11448,7616,4003,8110,6834
"Gene1699",2162,8693,4631,7260,4219,5329,2517,2479,7379,2485,4465,949,7758,7716,8881,8695,5885,3069,6164,5141
"Gene1700",1140,4557,2508,3903,2264,2785,1362,1219,3952,1301,2298,517,3999,4123,4475,4523,3119,1623,3203,2782
"Gene1701",16083,65001,34838,53549,31509,39079,19190,17972,53797,18322,32765,6928,57127,56729,64550,63438,43006,22527,45368,38190
"Gene1702",6758,27740,14927,22626,13476,16378,8145,7687,22965,7800,13839,2989,24365,23927,27317,27319,18169,9544,19619,16394
"Gene1703",7400,29957,16463,24934,14884,18338,9011,8501,24801,8620,15217,3174,26782,26472,29940,30188,20149,10370,21230,17769
"Gene1704",6923,28576,15181,23282,13414,17377,8415,7908,23480,8088,14220,3031,25082,24659,28223,27956,18937,9827,19750,16573
"Gene1705",6534,25841,13821,21111,12511,15506,7666,7268,21622,7336,13177,2776,22705,22945,25670,25643,17125,9044,18191,15639
"Gene1706",1456,6090,3325,5134,3004,3749,1837,1807,5134,1767,3115,634,5332,5365,6067,5953,4030,2193,4381,3640
"Gene1707",1311,5282,2850,4390,2544,3301,1560,1470,4431,1510,2776,596,4667,4612,5284,5250,3545,1826,3712,3107
"Gene1708",6949,28029,15110,22848,13542,16608,8241,7765,23345,7933,14282,2909,24633,24463,27638,27461,18287,9752,19463,16513
"Gene1709",7661,31378,17122,25775,15397,18940,9401,8605,26037,8666,15764,3306,27716,27228,31222,30889,21156,10800,22086,18422
"Gene1710",2193,8700,4756,7096,4235,5189,2620,2305,7139,2480,4432,916,7606,7630,8653,8663,5589,3020,6125,5180
"Gene1711",4396,17823,9374,14698,8436,10829,5152,4909,14280,5078,8953,1825,15564,15390,17587,17263,11701,6194,12310,10241
"Gene1712",6395,25689,13687,20948,12100,15447,7617,7056,20817,7224,12854,2598,22428,22490,25430,24954,16958,8809,18078,15282
"Gene1713",7847,31533,17134,25878,15440,18835,9308,8807,26189,8987,16013,3353,27626,27474,31240,31016,21104,10715,22094,18694
"Gene1714",8952,36700,19861,30482,17775,22279,10804,10274,30375,10469,18718,3986,32334,31827,36668,36158,24208,12601,25910,21686
"Gene1715",5607,22484,12081,18237,10749,13485,6495,6086,18118,6363,11497,2356,19388,19337,22291,21860,14744,7800,15603,13208
"Gene1716",5571,21944,11700,17745,10402,12806,6374,6066,17824,6028,11168,2259,19087,19161,21496,21544,14473,7617,15392,12754
"Gene1717",3885,15692,8342,12592,7541,9406,4590,4414,12853,4424,7834,1651,13653,13705,15754,15326,10473,5536,10947,9232
"Gene1718",9584,39554,21109,32161,18897,23679,11737,10941,32737,11202,19939,4231,34528,34505,39224,38786,25967,13794,27635,23274
"Gene1719",10279,41931,22519,34823,20013,25023,12386,11440,34657,11970,21436,4310,37110,36831,41425,41137,27631,14557,29415,24745
"Gene1720",6063,24641,13191,20524,11751,14968,7464,6893,20459,7009,12318,2670,21679,21457,24634,24344,16345,8522,17155,14584
"Gene1721",10019,41096,21855,33684,19619,24684,11946,11215,33409,11646,20692,4300,35651,35913,40207,40087,26832,14230,28895,23855
"Gene1722",10246,41014,21795,33454,19501,24480,12098,11290,33746,11502,20534,4240,36038,35539,40176,39951,27003,13919,28487,24070
"Gene1723",10446,42756,22968,34833,20959,25495,12674,11816,34798,11945,21552,4546,37426,37251,42305,41954,28027,14747,30000,25407
"Gene1724",5459,22192,11979,18124,10681,13302,6514,6109,18131,6163,11165,2255,19388,19152,21827,21532,14438,7504,15533,13046
"Gene1725",6927,28179,15200,23243,13721,17114,8376,7878,23428,7922,14112,3003,25124,25014,27928,28112,18717,9816,19941,16911
"Gene1726",8657,34825,18759,28870,16828,21231,10389,9640,29151,9791,17822,3707,30618,30319,34715,34421,23188,12040,24425,20440
"Gene1727",10812,43801,23615,35984,21158,26460,12591,12195,36166,12041,22324,4661,38667,38207,43115,43260,28638,15238,30661,25927
"Gene1728",3763,15174,8144,12464,7271,9183,4484,4143,12593,4344,7617,1541,13246,13468,15318,14946,10057,5202,10504,9018
"Gene1729",11418,47153,25093,38538,22665,28219,13830,13036,38876,13313,23578,4666,41408,40872,46420,46398,31211,16482,33004,27453
"Gene1730",1628,6509,3515,5422,3177,3912,2008,1799,5481,1866,3311,687,5811,5610,6538,6467,4439,2281,4612,3904
"Gene1731",3191,13248,6954,10992,6297,7980,3776,3706,11133,3750,6538,1394,11729,11587,13001,13089,8667,4607,9234,7862
"Gene1732",4987,20413,11100,16919,9790,12368,5997,5701,17205,5719,10547,2083,17830,17868,20398,20142,13519,7136,14463,12226
"Gene1733",23876,96670,51895,79429,46157,58178,28391,26653,79649,27369,48677,10148,84778,83939,94952,95109,63730,33286,67029,56967
"Gene1734",7663,31160,16872,25481,15149,18896,9137,8610,25943,8834,15803,3235,27333,27195,30800,30616,20688,10780,21881,18356
"Gene1735",3866,16133,8549,13193,7877,9633,4802,4459,13271,4421,8169,1710,13914,13919,15630,15703,10417,5455,11168,9338
"Gene1736",7776,31350,17034,25973,15071,19152,9526,8834,25995,8917,15912,3343,27969,27769,31431,31285,20939,11134,22235,18893
"Gene1737",923,3953,2132,3263,1868,2318,1175,1075,3134,1128,2028,433,3512,3342,3816,3851,2617,1409,2772,2334
"Gene1738",1609,7004,3628,5593,3217,3963,2036,1918,5652,1955,3381,719,5883,5751,6693,6562,4539,2341,4845,3937
"Gene1739",4377,17997,9574,14671,8459,10662,5319,4848,14608,4976,9159,1808,15635,15606,17614,17364,11667,6205,12427,10593
"Gene1740",6818,27667,14848,22757,13404,16795,8246,7462,22708,7813,14045,2895,24318,24024,27339,27358,18005,9523,19581,16334
"Gene1741",8422,34040,18260,28232,16329,20426,10022,9443,28143,9572,17269,3582,29808,29894,33609,33675,22431,11763,23766,20307
"Gene1742",7489,29987,16077,24938,14653,18146,8917,8290,25043,8581,15093,3144,26499,26569,29597,29868,19849,10392,21134,18090
"Gene1743",10715,43195,22986,34961,20601,26096,12715,11970,35263,12150,21702,4365,37579,37385,42433,42130,27951,14821,30035,25310
"Gene1744",3253,13000,6946,10882,6297,7930,3867,3533,10748,3754,6525,1372,11413,11317,12906,12805,8539,4557,9074,7703
"Gene1745",5713,23620,12636,19336,11487,14110,6980,6632,19623,6712,11999,2423,20715,20555,23411,23073,15709,8164,16617,14018
"Gene1746",1586,6515,3441,5245,3012,3923,1941,1792,5344,1775,3262,654,5735,5669,6440,6300,4367,2205,4425,3779
"Gene1747",8018,33238,17636,27018,16081,19978,9801,9104,27124,9363,16761,3460,28932,28284,32388,32410,21527,11484,23128,19353
"Gene1748",1637,6608,3487,5347,3039,3837,1852,1787,5437,1852,3196,699,5761,5660,6424,6381,4311,2267,4513,3954
"Gene1749",9774,39605,21117,32543,18996,24057,11541,11021,32631,11222,19819,4146,34750,34382,39215,38738,26020,13594,27533,23514
"Gene1750",3799,15372,8180,12670,7354,9447,4585,4300,12830,4394,7817,1685,13651,13543,15025,15207,10099,5273,10840,9082
"Gene1751",5793,23538,12616,19382,11293,14196,6903,6551,19473,6797,11935,2488,20878,20459,23005,23146,15686,8119,16587,13679
"Gene1752",1813,7071,3740,5849,3548,4409,2208,1962,6148,2002,3713,731,6500,6299,7143,7117,4776,2507,4884,4260
"Gene1753",578,2792,1433,2297,1355,1672,820,795,2290,810,1455,277,2512,2438,2734,2818,1862,956,1944,1560
"Gene1754",3051,12281,6646,10121,5930,7477,3549,3503,10039,3540,6303,1305,10819,10769,11991,12120,8335,4183,8750,7204
"Gene1755",2378,9398,5130,7753,4643,5572,2752,2586,7775,2622,4689,999,8141,8045,9320,9257,6089,3253,6468,5407
"Gene1756",800,3002,1605,2450,1456,1772,926,845,2489,882,1533,299,2587,2605,3046,2952,1925,1057,2121,1751
"Gene1757",674,2797,1528,2218,1280,1590,808,747,2263,824,1353,307,2391,2253,2761,2709,1795,962,1882,1648
"Gene1758",7198,29070,15599,24122,13834,17556,8739,7966,24242,8231,14727,3080,25793,25228,29089,28693,19288,9958,20219,17196
"Gene1759",4780,19132,10156,15529,9274,11400,5727,5311,15732,5333,9791,2025,16789,16407,18873,18556,12547,6476,13273,11238
"Gene1760",13815,56028,30121,46065,27303,33961,16936,15618,46661,15841,28499,5828,49609,49234,55716,55102,37548,19512,39210,33539
"Gene1761",1751,6985,3714,5725,3292,4129,2080,1861,5824,1905,3496,733,6100,6074,6778,6728,4500,2432,4839,4066
"Gene1762",7290,30269,16149,24683,14400,17899,8901,8329,25008,8347,15133,3254,26605,26065,29666,29749,19747,10500,20917,17806
"Gene1763",12821,50587,27385,41940,24572,30655,15014,13976,41921,14410,25924,5424,44824,44286,50541,50027,33445,17402,35354,29953
"Gene1764",629,2415,1295,1874,1051,1373,691,662,1843,681,1219,246,1986,1963,2306,2256,1599,798,1592,1388
"Gene1765",4902,19655,10575,16351,9682,11778,5920,5524,16298,5556,9924,2099,17460,17272,19519,19328,13152,6877,13596,11877
"Gene1766",7453,30357,16273,24801,14491,18234,8975,8503,24832,8519,15391,3290,26766,26526,30060,29761,20068,10616,21288,17752
"Gene1767",2362,9217,4809,7482,4500,5530,2690,2537,7459,2575,4608,993,7912,7970,8927,8852,6025,3126,6412,5326
"Gene1768",7061,28555,15108,23158,13793,17348,8242,7948,23525,8029,14278,3056,24928,24708,28088,27807,18897,9775,19801,16893
"Gene1769",6026,25093,13287,20600,11893,15028,7425,6740,20408,7025,12533,2642,22022,21781,24738,24527,16303,8595,17681,14795
"Gene1770",10784,43392,23667,35657,21189,26642,12841,11939,36013,12315,22286,4626,38499,38313,43075,42948,28737,15152,30680,25884
"Gene1771",1833,7403,4099,6201,3612,4469,2259,2080,6001,2072,3721,802,6633,6500,7365,7274,4977,2561,5087,4460
"Gene1772",6579,26921,14475,22303,13188,16459,7842,7468,22365,7658,13675,2854,23731,23275,26806,26297,18032,9374,18709,16128
"Gene1773",5235,21045,10996,17141,10091,12463,5996,5749,17074,5872,10509,2209,18237,18254,20784,20362,13613,7132,14553,12335
"Gene1774",2778,11451,6007,9472,5517,6937,3351,3221,9404,3205,5614,1190,9955,9833,11143,11156,7448,3950,7726,6668
"Gene1775",20660,83961,45020,68962,39687,50420,24601,23144,69150,23567,42601,8734,73472,72973,82923,81972,55290,28606,58642,49604
"Gene1776",18367,76078,40693,62149,36618,45679,22281,21189,62270,21218,38368,7789,66668,66244,75056,74027,49883,26078,52827,44614
"Gene1777",6711,27051,14252,22080,12840,16313,7746,7444,22242,7439,13480,2748,23483,23366,26399,26395,17696,9363,18735,15929
"Gene1778",970,3789,2095,3064,1834,2378,1120,1011,3317,1145,1901,426,3331,3395,3857,3750,2515,1370,2689,2271
"Gene1779",6463,25553,13747,21113,12418,15486,7599,6940,21133,7244,13140,2710,22433,22414,25095,25083,16815,8814,18055,14996
"Gene1780",9711,40094,21772,33130,19278,24226,11727,11179,32857,11264,20462,4302,35479,35158,39802,39838,26284,13881,28082,23666
"Gene1781",7818,32209,17444,26458,15602,19243,9470,8808,26186,9136,16397,3373,27950,28010,31732,31801,21400,11264,21989,19000
"Gene1782",4649,18424,9803,14984,8918,10915,5507,5118,14992,5376,9118,1994,16159,16075,18253,18005,12089,6288,12810,10795
"Gene1783",2367,9368,4972,7706,4575,5760,2778,2590,7721,2704,4738,933,8260,8249,9266,9237,6336,3369,6653,5544
"Gene1784",4110,17091,9205,13969,8233,10359,5019,4722,13934,4793,8586,1795,14925,14781,16840,16609,11261,5929,11876,10316
"Gene1785",8028,32374,17336,26862,15677,19598,9628,9056,26848,9076,16491,3279,28797,28303,32123,31928,21303,11338,22692,19427
"Gene1786",14617,59795,32169,49085,28882,36256,17646,16537,49359,16775,30162,6262,52157,51882,59369,58991,38956,20524,41653,35269
"Gene1787",7525,30505,16395,25155,14727,18636,9023,8533,25266,8641,15235,3228,27006,26565,30413,29976,20174,10600,21426,18148
"Gene1788",1897,7667,3997,6344,3604,4647,2340,2113,6539,2248,3867,876,6673,6535,7599,7566,4948,2626,5492,4458
"Gene1789",7029,29062,15762,23886,14113,17466,8765,8132,24537,8448,14890,3110,25880,25395,29007,28735,19234,10144,20473,17180
"Gene1790",2451,9906,5178,8003,4602,5746,2864,2633,8153,2784,4799,1012,8565,8482,9599,9541,6441,3404,6742,5892
"Gene1791",9138,36925,19865,30304,17738,22063,10752,10127,30234,10553,18750,3878,32747,31845,36859,36375,24493,12728,25798,21903
"Gene1792",9740,39218,20875,32674,18896,23527,11652,10867,32038,11352,19622,4180,34364,34179,38946,38828,25937,13505,27631,23244
"Gene1793",2303,9342,4897,7780,4375,5624,2675,2610,7859,2765,4683,964,8169,8137,9253,9172,6097,3283,6534,5613
"Gene1794",6456,26712,14236,22034,12934,16069,7779,7360,22231,7532,13560,2870,23461,23286,26646,26302,17478,9310,18813,15813
"Gene1795",4369,18079,9663,14686,8883,10710,5225,4937,14892,5134,9072,1947,15539,15711,17743,17679,11867,6098,12528,10374
"Gene1796",4406,18358,9899,15033,8637,10955,5497,5006,15384,5091,9107,1842,15996,16231,18319,17995,12237,6254,12961,10904
"Gene1797",5827,23827,12956,19613,11475,14365,7028,6614,19710,6734,11830,2543,21030,20891,23388,23460,15762,8270,17007,14240
"Gene1798",4861,19992,10682,16316,9470,11993,5793,5346,16221,5676,9979,2115,17304,17509,19867,19249,13147,6764,13902,11682
"Gene1799",3783,14911,8011,12487,7351,9071,4541,4168,12515,4268,7737,1601,13180,13299,14879,14871,9916,5193,10413,9010
"Gene1800",2901,11810,6291,9592,5723,7121,3402,3218,9652,3376,5797,1260,10151,10084,11530,11422,7832,4016,8142,6923
"Gene1801",13053,52749,28443,43072,25375,31763,15553,14893,43597,14964,26942,5541,46093,45593,52241,51584,34762,18181,36907,31258
"Gene1802",6347,25541,13746,21325,12296,15581,7602,7044,21318,7243,13007,2710,22405,22261,25409,25092,17016,9052,18028,15094
"Gene1803",3819,15105,8100,12519,7302,9009,4389,4072,12602,4140,7563,1533,13232,13250,14909,14805,9856,5318,10423,8978
"Gene1804",1801,7001,3860,5851,3457,4282,2131,1972,5817,1976,3655,711,6313,6397,7094,7052,4739,2525,5014,4266
"Gene1805",3241,13291,7049,10847,6290,7967,3883,3629,11034,3765,6756,1372,11563,11550,13310,13039,8774,4517,9345,7858
"Gene1806",4322,17886,9546,14728,8525,10887,5089,4888,14844,4884,9006,1857,15628,15356,17825,17523,11940,6133,12379,10848
"Gene1807",4972,20169,10815,16701,9690,12257,5988,5614,16942,5948,10265,2159,17875,17250,20146,20077,13488,7133,13963,12170
"Gene1808",5363,21628,11564,17850,10389,12912,6365,6058,17801,6056,10964,2326,18999,19005,21451,21212,14504,7503,15120,12697
"Gene1809",2835,11631,6123,9658,5659,6986,3387,3222,9410,3225,5844,1216,10210,10102,11237,11438,7815,4032,8064,6792
"Gene1810",5314,22003,11692,18049,10333,13212,6288,6087,18062,6133,11053,2263,19182,18872,22204,21279,14644,7675,15348,12827
"Gene1811",2804,11052,5971,9015,5439,6638,3301,3100,9273,3227,5637,1212,9854,9731,11052,10621,7424,3668,7820,6550
"Gene1812",12770,51925,27847,42716,25053,31080,15345,14282,43181,14587,26480,5396,45784,45563,51625,51288,34337,17953,36088,30603
"Gene1813",2916,11990,6315,9745,5665,7084,3555,3295,9877,3357,6000,1294,10232,10104,11521,11430,7680,4175,8143,7152
"Gene1814",2201,8985,5067,7619,4263,5403,2611,2521,7626,2589,4462,1000,7991,7947,9129,9062,6004,3098,6382,5285
"Gene1815",4438,17882,9483,14414,8614,10698,5209,4922,14542,5062,8840,1816,15445,15323,17599,17383,11663,6187,12238,10280
"Gene1816",1899,8091,4291,6384,3783,4855,2404,2301,6596,2268,4000,858,6887,6852,7885,7970,5292,2780,5608,4801
"Gene1817",3698,14659,7802,12211,6980,8855,4382,3987,12166,4170,7370,1549,12887,12890,14741,14074,9690,5230,10433,8721
"Gene1818",11445,45993,25123,38222,22353,27719,13612,12689,38285,13174,23539,4834,40704,40038,45563,45700,31200,16062,32195,27486
"Gene1819",12105,49163,26473,39859,23320,29434,14256,13606,40396,14006,24651,5164,42504,42491,48430,47758,31947,17031,34060,28759
"Gene1820",2530,10423,5556,8536,4892,6236,3060,2881,8551,2968,5218,1146,9034,9130,10188,10233,6909,3598,7319,6007
"Gene1821",24012,98259,52409,81055,46869,59293,29213,27285,80919,27626,49532,10376,85568,85640,96550,95837,64814,33704,68468,57764
"Gene1822",6396,25915,14070,21611,12467,15768,7679,7187,21724,7445,13346,2756,22928,22696,25724,25768,17347,9040,18364,15369
"Gene1823",4534,18071,9712,14690,8435,10863,5306,4905,15040,5129,9030,1892,15676,15683,17946,17759,11963,6175,12487,10924
"Gene1824",4047,16282,8639,13215,7685,9597,4807,4531,13084,4599,8134,1627,13976,14167,15803,15664,10640,5609,11117,9575
"Gene1825",5833,23895,12714,19793,11500,14558,7129,6658,19864,6882,12084,2477,21040,20601,23720,23654,15670,8059,17013,14201
"Gene1826",7550,30674,16543,25251,14807,18527,9014,8408,25369,8659,15649,3231,26813,26722,30720,30196,20309,10672,21686,18171
"Gene1827",12007,48279,25762,39785,23467,29236,14465,13250,39933,13767,24584,5052,42413,42576,48112,47422,31888,16915,33815,28607
"Gene1828",7513,31244,16882,25798,14950,18834,9221,8631,25549,8888,15803,3100,27511,27158,30985,30342,20652,10773,21862,18381
"Gene1829",872,3537,1906,2761,1646,2209,1041,947,2959,1011,1760,402,3115,3080,3603,3444,2413,1246,2557,2072
"Gene1830",4408,17865,9757,14991,8724,10687,5333,4899,14828,5170,9137,1861,15760,15819,17745,17725,11691,6216,12528,10549
"Gene1831",4553,18464,9827,15149,8815,11057,5456,5135,15310,5346,9237,1956,16165,16187,18176,18110,12157,6446,12917,10924
"Gene1832",1116,4650,2474,3684,2227,2769,1433,1245,3913,1274,2313,452,4042,3928,4622,4549,3075,1568,3152,2724
"Gene1833",4995,20738,11081,16961,9860,12249,6057,5720,16872,5812,10493,2216,18196,17941,20339,20440,13563,7316,14365,12180
"Gene1834",4513,18075,9728,14776,8795,11022,5460,4952,14841,5008,9123,1865,16061,15803,17902,17535,11694,6081,12557,10729
"Gene1835",7874,32336,17280,26451,15096,19362,9698,8975,26638,9055,16241,3328,28613,28469,31847,31331,21319,11063,22728,19083
"Gene1836",12489,50148,27018,41385,23899,30109,14637,13628,41410,14242,25615,5232,44429,43885,49521,49450,33171,17493,35176,29516
"Gene1837",855,3524,1909,2910,1688,2059,1024,926,2847,995,1849,410,3141,3022,3478,3507,2299,1220,2385,2075
"Gene1838",5109,20245,10982,16914,9784,12114,6049,5616,16827,5776,10423,2180,17912,17664,20243,20013,13336,7026,14334,12039
"Gene1839",2035,8394,4374,6915,4036,5006,2370,2238,6823,2401,4152,915,7147,7183,8115,8030,5377,2895,5869,4787
"Gene1840",3259,13195,6902,10654,6315,7795,3801,3560,10712,3562,6574,1338,11334,11242,12955,12804,8536,4506,9076,7603
"Gene1841",874,3504,1855,2908,1587,2096,1094,1037,2783,961,1780,359,3089,3102,3357,3372,2277,1193,2469,2019
"Gene1842",908,3647,1925,2911,1758,2218,1100,1086,2927,1014,1927,403,3204,3352,3528,3525,2482,1331,2536,2203
"Gene1843",7475,30391,16095,24778,14554,18114,8975,8371,25041,8561,15535,3191,26436,26411,30310,29623,19969,10396,21331,17887
"Gene1844",4851,19310,10642,15963,9337,11484,5799,5337,16123,5485,9759,2018,17356,16851,19235,18853,12782,6658,13439,11436
"Gene1845",5271,21449,11320,17544,10279,12843,6424,5872,17567,6093,10917,2210,18661,18775,21171,20788,14248,7272,15144,12696
"Gene1846",4715,18963,10088,15832,9214,11334,5566,5317,15548,5278,9455,1992,16549,16442,18746,18706,12557,6553,13167,11005
"Gene1847",9489,38619,20846,31840,18776,23149,11310,10662,31952,10923,19574,4187,33843,33910,38408,37994,25578,13299,26833,22831
"Gene1848",4564,18945,10035,15610,9278,11917,5741,5155,15614,5420,9581,2024,16767,16531,18977,18754,12554,6612,13482,11196
"Gene1849",4950,20173,10776,16599,9706,12087,5939,5559,16531,5773,10223,2165,17290,17525,19437,19742,13175,6935,14206,11826
"Gene1850",10011,40750,21821,33626,19661,24688,12170,11238,33458,11569,20569,4308,35783,35409,40355,39757,26984,14070,28554,24045
"Gene1851",4129,17075,9157,13851,8252,10352,5084,4708,13942,4777,8431,1754,14947,14669,16913,16745,11191,5770,11747,10000
"Gene1852",4597,18504,10130,15131,8881,11147,5421,5027,15407,5337,9382,1985,16502,16285,18535,18098,12294,6403,13064,10831
"Gene1853",9079,36877,19757,30362,17668,22470,10969,10224,30747,10294,18791,3867,32618,32352,36575,36444,24323,12814,25739,22001
"Gene1854",4536,17627,9399,14641,8556,10548,5235,4858,14850,5130,9068,1865,15633,15558,17776,17650,11749,6126,12447,10518
"Gene1855",3516,14141,7750,11748,6771,8570,4166,3995,11879,4076,7299,1494,12370,12464,14074,13857,9419,4897,10056,8427
"Gene1856",2772,11218,6051,9229,5436,6783,3252,3205,9166,3143,5610,1214,9967,9900,11241,11127,7440,3946,7960,6697
"Gene1857",1307,5158,2665,4190,2465,3073,1502,1485,4278,1524,2643,543,4619,4487,5119,4952,3311,1781,3497,2965
"Gene1858",9236,36889,20063,30456,17781,22706,10874,10279,30439,10562,18760,3710,32446,31993,36501,36323,24655,12612,26005,21665
"Gene1859",2597,10969,5791,9026,5161,6620,3204,3022,9088,3093,5528,1162,9649,9531,10536,10847,7143,3754,7564,6294
"Gene1860",891,3645,1881,2947,1741,2199,1091,1009,2914,1015,1832,370,3196,3156,3576,3643,2367,1274,2557,2179
