"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10"
"Gene1837",1651.34016223495,1677.26621382368,1692.72320920745,1684.46414876146,1670.53888345311,1628.67477054794,1655.45339688983,1595.97740434806,1641.94217572455,1676.27198662537
"Gene1838",9867.4817413548,9635.71353543147,9737.81366344483,9790.73079455372,9682.79172731352,9582.20795066429,9779.13827908848,9679.27548900507,9704.5876329178,9730.80099974687
"Gene1839",3930.38272531944,3995.16816085017,3878.45537824692,4002.7730545311,3994.25055309049,3959.76002980233,3831.46928772354,3857.23264679369,3935.00929573888,4044.95380893217
"Gene1840",6294.40653651894,6280.22919733357,6120.05007331053,6167.10688690879,6249.67597689952,6165.86684624634,6144.90074372877,6135.7230663921,6177.90115432433,6000.88524257243
"Gene1841",1688.03661028461,1667.74710931844,1644.84104404391,1683.30644144272,1570.58365405218,1657.94187424404,1768.61915644285,1787.28787074399,1605.03163858146,1618.99234085124
"Gene1842",1753.70393837349,1735.80870653092,1706.91051740405,1685.04300242083,1739.81478501811,1754.44421616092,1778.31907869025,1871.74023879265,1688.08034715341,1708.28120044033
"Gene1843",14437.1552195395,14464.7552509409,14271.5453390225,14342.8359718252,14403.4495910999,14328.2247662484,14509.4670284045,14427.5667945978,14441.824384376,14422.677866834
"Gene1844",9369.18260468039,9190.69539981139,9436.33336426697,9240.24096449456,9240.41561303417,9083.87618502796,9374.97485211342,9198.41404644232,9298.57172434384,9240.55461973885
"Gene1845",10180.3672457783,10208.763626647,10037.5205490981,10155.4085999557,10172.6713169517,10158.8489937578,10385.3834195511,10120.4960241164,10131.3657186348,10264.8494618175
"Gene1846",9106.51329232489,9025.53893664544,8945.09781795952,9164.41113511733,9118.6879574271,8965.22576463836,8998.29453817267,9163.94369213674,8966.95361719891,8891.82265870221
"Gene1847",18326.978712804,18380.9148443975,18484.2891666519,18430.7005142835,18581.7761112059,18310.923877326,18284.3534363516,18376.1458803013,18427.5856686866,18401.9285526723
"Gene1848",8814.87309993018,9016.97174259072,8898.10235955827,9035.90562273759,9182.02592457224,9426.38039855261,9281.20893705521,8884.7338222616,9005.01760862772,9131.04941458242
"Gene1849",9560.39041293918,9601.44475921259,9555.15207041354,9608.39189185273,9605.59857985538,9560.85087499416,9601.30637121945,9581.03497923418,9533.87639863102,9725.74691335504
"Gene1850",19335.1653381685,19395.1754294311,19348.8282598825,19464.5331499151,19457.6214381348,19528.2771905234,19674.6756251458,19368.8920843018,19296.1367458349,19490.2418223808
"Gene1851",7974.7175787931,8126.93547135057,8119.57382226956,8017.70203590892,8166.63913877669,8188.46101248776,8219.06745096476,8114.32140353203,8040.72982576455,8047.79023126572
"Gene1852",8878.60903601644,8807.07548825013,8982.33950197561,8758.63471990022,8789.13259712504,8817.30824055265,8763.87975052714,8664.12355470593,8885.63509005554,8991.21969107498
"Gene1853",17535.1079917323,17551.8008419909,17518.6655025204,17575.1548057373,17485.2375550056,17773.8329743624,17733.0745219576,17621.2451210092,17732.6294615394,17342.2551058508
"Gene1854",8760.79412385699,8389.66275569526,8334.15685874322,8474.9964268098,8467.49448271612,8343.49756179684,8463.18216085769,8372.84906082383,8564.3980714821,8642.48773003834
"Gene1855",6790.77428119074,6730.48284043153,6871.9774077306,6800.3727902576,6700.95899280865,6778.89401825928,6734.97934711235,6885.45327253833,6850.94173004282,6866.81871104021
"Gene1856",5353.81863124594,5339.26571699038,5365.4626186036,5342.24042230911,5379.76858439046,5365.37201001782,5257.35785809154,5523.87427746817,5286.28099146161,5294.99784317944
"Gene1857",2524.32934741647,2454.97705190198,2363.07352149704,2425.39683275275,2439.50139082459,2430.75161238165,2428.21386926614,2559.42380718884,2467.23871715828,2567.47588705233
"Gene1858",17838.3365361427,17557.5123046941,17789.9977717805,17629.5670497179,17597.0686532463,17960.5096357754,17579.4924197071,17716.0385953496,17554.9975015383,17793.7534901881
"Gene1859",5015.82503078849,5220.75286590011,5134.91886040876,5224.73312945736,5107.61325681368,5236.43855319445,5179.75848011233,5208.47053557217,5241.29627431848,5210.76306998218
"Gene1860",1720.87027432905,1734.8567960804,1667.89541986339,1705.88173415808,1722.99063749518,1739.41516291157,1763.76919531915,1739.02937471619,1680.58289429622,1709.96589590427
"Gene1861",22462.0889904005,22646.9015284218,22450.5285143653,22663.8573252431,22562.1714839834,22205.0306745128,22563.6358011635,22965.8735560884,22684.4087101418,22847.8398820234
"Gene1862",3605.90886888029,3671.04265244667,3712.6412136991,3627.09702960113,3750.79524187635,3772.29236558676,3616.45434457281,3705.56308784916,3665.67772002291,3632.20342026563
"Gene1863",9950.5315974672,10227.3258804323,10090.7229548354,10109.1003072062,10229.0816939404,10164.3860133759,10084.6858298816,10179.0956264359,10072.539550063,10116.5962609903
"Gene1864",25577.4242906169,25373.6490139485,25363.3602284808,25262.3314021469,25102.6177599456,25313.6716887204,25465.5292068444,25151.2940190618,25211.0503230147,25341.1891686621
"Gene1865",30487.0227612616,30149.3837442285,30385.667330079,30282.150336188,30342.8448854694,30557.2292671382,30215.2578006553,30275.3121865853,30378.525523047,30375.0592149301
"Gene1866",4525.25146212454,4671.02458072237,4678.26487783054,4703.76483602598,4623.67160159534,4583.07023824904,4497.53061537843,4737.95019930109,4737.81347860104,4750.84120832517
"Gene1867",5871.43168794648,5749.53912116632,5869.11205958308,5838.31800838766,5740.9929282651,5760.87341131649,5894.31941900423,5804.8076650586,5848.01322860798,5761.65848669223
"Gene1868",5678.29248768509,5809.50947954934,5708.61813560898,5612.56508123406,5762.76535447124,5658.83404978144,5703.554281472,5704.84363757243,5711.90562289285,5719.5411000936
"Gene1869",18410.0285689164,18124.8509332065,17834.3331098949,18079.336343047,17849.4308660902,18205.7205045806,18017.605574548,17836.6848354191,18081.5493829702,18219.9814425662
"Gene1870",1910.14669058522,1792.44737833712,1815.97544916545,1833.22953921909,1840.75967015568,1778.96530304144,1872.08499374846,1778.6702821676,1823.03449858282,1772.29962807024
"Gene1871",12513.4887849359,12538.0884990798,12436.0623410867,12561.1244082899,12424.1381178142,12539.7674295758,12540.3828121821,12483.4388117635,12493.6400957924,12613.3149385569
"Gene1872",6728.96973710709,6569.13401906768,6359.46089912824,6588.51235092884,6483.23473074723,6580.35231480735,6644.44673946994,6794.10683362856,6536.62543718372,6534.93370464303
"Gene1873",15242.5456846295,15237.7065367665,15325.8396793827,15164.2293144687,15168.4534755248,15338.3353451652,15148.0452430251,15044.5861366676,15323.0634586672,15261.6562078786
"Gene1874",10705.7058704893,10634.2675980314,10945.5082736808,10703.004161718,10624.9439885975,10884.1985637395,10663.4478573099,10799.5620039362,10754.2310329244,10628.7436820296
"Gene1875",11377.8302873989,11479.0881228716,11544.0353382251,11340.9008943418,11598.7652334541,11535.1938702771,11214.7267717039,11666.4914147214,11294.6243657849,11455.9291548267
"Gene1876",23647.9636800055,23660.2102030049,23620.0947338229,23634.5949120036,23792.3135646305,23677.8778929491,23603.1441353433,23722.4978330958,23705.7924801482,23354.9332166709
"Gene1877",1361.63136184285,1359.32812334859,1255.57677539955,1246.8507822791,1360.7766378839,1306.73662989082,1343.43923126509,1346.06733563265,1224.39172429337,1295.53081177378
"Gene1878",2742.57664371184,2844.30842616638,2847.21541370619,2886.16434560984,2830.41540679852,2800.14992119462,2680.41184769858,2900.68031481402,2866.33390001792,2783.1169064373
"Gene1879",1537.38803408072,1555.89763138185,1488.78065388125,1528.17366073205,1517.14224427347,1525.84440621029,1598.87051711333,1497.73689457717,1546.20547000966,1460.6309672404
"Gene1880",3555.69267681233,3484.46820414393,3553.92070324958,3614.9411027544,3578.5951437005,3580.0786845556,3653.63737985452,3422.90618254346,3541.10465716499,3527.75230150103
"Gene1881",2914.47053194449,2904.27878454941,2967.80753337733,2865.32561387258,2961.04996403537,3011.34766948811,2979.49278366012,3002.36786001546,2843.26481430349,2971.80279839915
"Gene1882",19472.2941703541,19110.5542047243,19382.5231168494,19120.6940762503,19155.7764384588,18919.2050325234,19078.1304069306,18713.9553524959,19326.1265572637,18757.3992955647
"Gene1883",11511.0963355793,11587.1299590061,11716.9431568712,11476.9315042933,11518.603118786,11396.7683798226,11405.4919092361,11604.4447769714,11449.1872400716,11669.8854787477
"Gene1884",14593.5979717512,14657.9930723973,14539.3307812334,14717.3542894365,14462.8289352984,14607.4487555652,14522.4002580677,14332.7733202575,14558.3232672339,14254.2083204395
"Gene1885",14947.0427082296,14706.540505374,14541.104194758,14666.9940210714,14733.0049514019,14726.8901787574,14656.5825158235,14680.9238987438,14635.0279772343,14629.8954088992
"Gene1886",5500.6044234446,5359.73179167665,5337.08800221039,5301.14181249397,5361.95478113089,5278.36170173211,5228.25809134934,5341.18139964863,5410.85405431954,5305.10601596311
"Gene1887",14892.9637321564,15123.0013274784,14956.0829595087,15183.3314852279,14968.5430167229,15122.3915800561,15287.0774619046,15035.9685480912,15131.0133200946,15280.187857982
"Gene1888",12480.6551208915,12245.8519907689,12222.3660113753,12243.9126029561,12294.493216314,12349.1357541498,12356.0842894814,12454.1390106037,12271.0234186481,12106.2216039095
"Gene1889",2493.42707537464,2436.89075334202,2503.17318993851,2496.59583285504,2532.52903006902,2497.19584779983,2418.51394701874,2514.61234659159,2496.65180144418,2525.3585004537
"Gene1890",10298.1821579377,10193.5330594387,10230.8226232769,10166.4068194837,10174.650628425,10247.4413076487,10039.4195260604,9991.23219547051,10050.6239186343,10037.4155741849
"Gene1891",25795.6715869122,25931.9444931809,25739.3238956908,25849.8678664057,25669.6904970419,25625.3267929437,25662.7609592082,25959.6238275275,25713.9563915893,25769.1018165042
"Gene1892",15957.1607255967,16018.7490614217,16168.2111035561,16067.2410230831,16013.6194746178,16285.9567026768,16263.5363014763,16051.1204823903,16148.9367272438,16122.5355899546
"Gene1893",10914.2962067716,11002.180987159,10980.0898374101,11026.0045036455,11060.3925127204,10922.1666982642,10957.6788321477,11166.6712772906,10878.8040957823,10999.3766840975
"Gene1894",23284.8619835141,23537.8897101125,23674.1838463225,23649.0662534878,23442.9650895955,23370.1778027387,23389.7458459005,23501.8875655401,23569.1081472902,23193.2024521321
"Gene1895",33810.9483977602,34044.6013077736,33983.923371443,33713.5948289226,33605.7398491808,33955.3773070964,33532.6312092665,33636.1717313787,33826.7771102114,33852.2706525128
"Gene1896",9158.66087639547,9017.92365304124,8989.43315607391,9000.01669585676,9080.09138369803,9010.31292438641,8886.74543232755,9065.70318236586,9022.31942291354,8955.84108633213
"Gene1897",18340.4984568223,18537.980068734,18423.106400054,18541.2615632228,18775.7486355879,18653.4280908507,18533.3181073682,18805.3017914057,18530.2431001158,18757.3992955647
"Gene1898",14844.678932091,14602.3063110416,14793.81562201,14599.2681429253,14715.1911481423,14524.3934612925,14587.0664063838,14830.869939973,14471.2374686619,14692.2291410652
"Gene1899",13004.0623535999,13241.074366792,13258.9262164898,13025.3650431032,13092.1557400481,13117.9904782744,12999.5124652257,13226.2749470486,13185.7126672253,13101.876623101
"Gene1900",23112.9680952814,22995.776708539,23438.3198475539,23221.872252874,23142.1097456561,23259.4374103751,23160.1810193787,23246.8069436788,23295.1627544313,23169.6167156369
"Gene1901",3204.17933233658,3116.07885979105,3171.75008870353,3136.80798011627,3145.12593105094,3182.99527765173,3029.60904860503,3043.73228518215,3166.80874144837,3175.6509495365
"Gene1902",6456.64346473852,6376.84810806178,6379.85515466086,6390.54439942492,6481.25541927394,6411.07771505152,6311.41607564249,6425.27404255892,6455.30691004035,6506.29388175596
"Gene1903",9214.67124447127,9412.01457955827,9188.05547082639,9276.12989137539,9556.11579302324,9327.50504822794,9363.65827615812,9210.47867044927,9303.76226862958,9009.75134117837
"Gene1904",17228.0166633167,17175.3202588086,17338.664029776,17267.2046589534,17136.8787357074,17254.144133056,17244.8451021717,17204.1538339118,17206.6543072504,17148.5151274971
"Gene1905",16621.5595744959,16705.0764962496,16730.3831908466,16667.5122678479,16700.4405558479,16679.0850955677,16750.1490675543,16828.426971981,16692.2136958186,16504.9614602701
"Gene1906",16192.7905499156,15893.0968819525,16355.3062303988,16158.6999012633,16099.7195237057,16310.4777895573,16116.4208140574,16030.438269807,16058.9672929575,15964.1742163437
"Gene1907",29598.5824400592,29748.1534893326,29661.2279052898,29716.0314573259,29880.6756564572,29742.4963804629,29924.2601332332,29608.3108307725,29943.0965301872,29773.6229343017
"Gene1908",6064.57088820788,6030.35270407096,6120.05007331053,6009.07983790127,6068.56897709388,6063.03648190868,6086.70121024436,6147.78769039905,6039.48664003775,6056.48019288262
"Gene1909",14954.76827624,15078.2615363037,15266.4303263094,15258.0036072864,14978.4395740893,15096.2884875704,14816.6312329056,15187.6381070357,15207.1413029522,15367.7920221072
"Gene1910",4602.5071422291,4545.37240125317,4582.50054750345,4572.3650553494,4500.95429025162,4576.74221582826,4549.26353403124,4481.14605972457,4621.31459574317,4567.20940275515
"Gene1911",34722.565422994,34327.7946668046,34475.1589177504,34371.7514396243,34457.8334384303,34471.9021371925,34630.3390769308,34220.4442368582,34465.7907845012,34217.8495681888
"Gene1912",7625.13562631997,7731.89263438302,7671.78690731421,7709.17303546567,7654.98712293235,7683.01022162805,7630.60550128908,7829.94098051104,7598.38010719035,7542.38159208219
"Gene1913",8610.1455476531,8477.23851714348,8431.69460259488,8358.64684127679,8407.1254827809,8409.15079441242,8351.63305501258,8383.1901671155,8377.53847719522,8411.68445147786
"Gene1914",4337.90643787099,4247.42443023909,4149.787647507,4259.20522563121,4249.58173314434,4246.10304434257,4301.91551672251,4307.07077048142,4177.2346957404,4322.92856048311
"Gene1915",8930.75662008702,8879.89663771523,8983.2262087379,8912.03093963279,9077.1224164881,8820.47225176304,8823.69593771945,8808.89904278933,8896.5929057699,8810.95727643285
"Gene1916",12623.5781290849,12372.4560806886,12370.4460406774,12349.2639689612,12479.5588390662,12433.7730540277,12553.3160418453,12419.6686562982,12431.9302915063,12566.1434655665
"Gene1917",15086.1029324178,15194.3946112677,14997.7581773362,15128.9192412472,15227.8328197233,15341.4993563756,15025.1795612247,15168.6794121677,15226.7500258095,15012.3212792147
"Gene1918",16362.7530461456,16706.5043619254,16789.7925439199,16690.6664142226,16786.5406049358,16738.4103057625,16991.0304700314,16919.7734108908,16847.930024391,16779.5668208932
"Gene1919",15358.4292047863,15131.5685215331,15051.8472898357,15090.1360460696,15198.1431476241,15014.0241961003,15275.7608859493,15141.1031287232,15124.6693215231,15162.2591755059
"Gene1920",9842.37364532081,9631.42993840411,9623.42849110971,9465.41503798879,9600.65030117217,9552.94084696819,9630.40613796166,9675.82845357451,9585.20511434563,9611.18762180677
"Gene1921",14815.7080520518,15089.68446171,15190.1735447526,15088.9783387508,15014.0671806085,15071.7674006899,14999.3131018983,15046.3096543829,15052.0017015227,15239.7551668473
"Gene1922",4534.90842213761,4643.89513288243,4557.67275815939,4570.04964071193,4732.53373262605,4675.61756615293,4634.94618054995,4637.98617181493,4604.58950860021,4742.41773100544
"Gene1923",4670.10586232059,4379.73998286196,4336.88277434972,4392.92042094526,4412.87492969041,4409.04962167762,4471.66415605203,4427.71701055093,4469.6353571708,4479.60523863001
"Gene1924",4171.80672564619,4351.65862457149,4322.69546615312,4298.56727446825,4278.28174950699,4200.22488179192,4381.13154840962,4307.07077048142,4263.16704002665,4230.27030996613
"Gene1925",18736.4338173582,18973.0031446236,18746.7543682891,19076.122344479,18677.7727176603,18904.175979274,18987.5977992882,18917.3304428988,18759.2037758315,19035.3740471156
"Gene1926",11310.2315673074,11365.334824034,11475.758917529,11518.0301141084,11402.8133975988,11325.5781275888,11441.0582908099,11402.7932042837,11347.6832629281,11615.9752239014
